1 7.5843 C=2,Wx=891.1851,Cx=27.8495,Rs=9.000000
2 9.9394 C=2,Wx=1122.8228,Cx=35.0882,Rs=9.000000
3 13.2365 C=3,Wx=1285.3113,Cx=26.7773,Rs=9.000000
4 17.2139 C=3,Wx=1414.6681,Cx=29.4723,Rs=9.000000
5 20.9635 C=3,Wx=1523.9050,Cx=31.7480,Rs=9.000000
6 26.9451 C=3,Wx=1619.3909,Cx=33.7373,Rs=9.000000
7 34.1112 C=3,Wx=1704.7756,Cx=35.5162,Rs=9.000000
8 37.7185 C=4,Wx=1782.3701,Cx=27.8495,Rs=9.000000
9 46.8994 C=4,Wx=1853.7396,Cx=28.9647,Rs=9.000000
10 63.9543 C=4,Wx=1920.0000,Cx=30.0000,Rs=9.000000
